#  english 100000
Total number of letters in stems:  87109
Total number of letters in signatures:  45696
Total:  132805

------------------------------------------------------------------------------------------------------------------------------------------------------
Signature                                                   Stem count Robustness  Proportion of robustness          Running sum 
------------------------------------------------------------------------------------------------------------------------------------------------------
('NULL', 's')                                           1996           27020                   12.912%              12.912%
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        165 +         17 =        182

-------------------------
Entropy-based stability:  -2.0

High frequency possible affixes 
Number of stems:  4

=============================================
('ous', 'y')                   

chivalr      endogam      exogam       monogam      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        155 +         17 =        172

-------------------------
Entropy-based stability:  -0.811278124459

High frequency possible affixes 
Number of stems:  4

=============================================
('ed', 'es', 'ion')            

castigat     dedicat      impersonat   overestimat  
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        215 +         22 =        237

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  4

=============================================
('ity', 'ous', 'ously')        

homogene     spontane     unambigu     unanim       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        205 +         24 =        229

-------------------------
Entropy-based stability:  -1.5

High frequency possible affixes 
Number of stems:  4

=============================================
('NULL', 'ia')                 

rhodes       sylvan       virgil       yugoslav     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        160 +         19 =        179

-------------------------
Entropy-based stability:  -2.0

High frequency possible affixes 
Number of stems:  4

=============================================
('e', 'ely', 'ion')            

desperat     invers       precis       profus       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        165 +         19 =        184

-------------------------
Entropy-based stability:  -0.811278124459

High frequency possible affixes 
Number of stems:  4

=============================================
('s', 'th')                    

fiftie       ninetie      thirtie      twentie      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        150 +         17 =        167

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  4

=============================================
('ical', 'ist', 'ists', 'y')   

anthropolog  geolog       psycholog    sociolog     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        230 +         19 =        249

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  4

=============================================
('NULL', 'ed', 'ing', 'ment')  

abandon      encroach     enlighten    enrich       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        215 +         25 =        240

-------------------------
Entropy-based stability:  -1.0

High frequency possible affixes 
Number of stems:  4

=============================================
('ng', 'on', 'onal', 'ons')    

constituti   devoti       educati      excepti      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        205 +         22 =        227

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  4

=============================================
('NULL', 'ton')                

barring      chester      farming      welling      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        175 +         21 =        196

-------------------------
Entropy-based stability:  -0.811278124459

High frequency possible affixes 
Number of stems:  4

=============================================
('g', 's')                     

mullin       pickin       robbin       rollin       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        130 +         15 =        145

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  4

=============================================
('d', 'r', "r's")              

jewele       petitione    trappe       wheele       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        160 +         18 =        178

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  4

=============================================
('e', 'es', 'ion')             

certificat   prostitut    stipulat     substantiat  
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        220 +         22 =        242

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  4

=============================================
('NULL', 'er', 'ers')          

foreign      outfield     sojourn      western      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        190 +         22 =        212

-------------------------
Entropy-based stability:  -0.811278124459

High frequency possible affixes 
Number of stems:  4

=============================================
("'", 'NULL', 'hip')           

authors      citizens     judges       trustees     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        185 +         22 =        207

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  4

=============================================
('NULL', 'ist', 'ists', 's')   

cartoon      survival     violin       watercolor   
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        215 +         18 =        233

-------------------------
Entropy-based stability:  -1.5

High frequency possible affixes 
Number of stems:  4

=============================================
('al', 'um')                   

bienni       botulin      colloqui     myocardi     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        165 +         17 =        182

-------------------------
Entropy-based stability:  -0.811278124459

High frequency possible affixes 
Number of stems:  4

=============================================
('NULL', 'al', 'ality', 'ally', 's') 

convention   direction    margin       monument     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        245 +         19 =        264

-------------------------
Entropy-based stability:  -0.811278124459

High frequency possible affixes 
Number of stems:  4

=============================================
("'s", 'NULL', 'al', 's')      

department   division     institution  occupation   
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        240 +         21 =        261

-------------------------
Entropy-based stability:  -0.811278124459

High frequency possible affixes 
Number of stems:  4

=============================================
('NULL', 'rs')                 

equalize     nibble       ringside     wholesale    
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        185 +         21 =        206

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  4

=============================================
('e', 'ed', 'ion', 'ions')     

allocat      articulat    populat      tabulat      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        200 +         22 =        222

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  4

=============================================
('NULL', 'd', 'rs', 's')       

organize     preserve     sample       stabilize    
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        195 +         18 =        213

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  4

=============================================
('NULL', 'ity', 's')           

criminal     infidel      senior       superior     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        185 +         17 =        202

-------------------------
Entropy-based stability:  -1.0

High frequency possible affixes 
Number of stems:  4

=============================================
('cal', 'sts')                 

archaeologi  botani       cosmologi    philologi    
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        205 +         23 =        228

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  4

=============================================
('n', 'us')                    

contagio     flirtatio    oblivio      seditio      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        170 +         18 =        188

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  4

=============================================
('NULL', 'd', 'ment', 'ments') 

enlarge      incite       pronounce    refine       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        210 +         23 =        233

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  4

=============================================
('NULL', 'o')                  

albert       ferdinand    realism      tristan      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        170 +         17 =        187

-------------------------
Entropy-based stability:  -2.0

High frequency possible affixes 
Number of stems:  4

=============================================
('NULL', 'ies', 's', 'y')      

draper       factor       inventor     robber       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        175 +         16 =        191

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  4

=============================================
('NULL', 'ed', 'y')            

bluster      butcher      starch       thirst       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        165 +         16 =        181

-------------------------
Entropy-based stability:  -1.5

High frequency possible affixes 
Number of stems:  4

=============================================
('d', 'ment')                  

bedazzle     derange      disenfranchise estrange     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        210 +         23 =        233

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  4

=============================================
('NULL', 'ide')                

canyons      oceans       streams      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        135 +         16 =        151

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  3

=============================================
('ble', 'l')                   

impractica   remova       renewa       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        130 +         13 =        143

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  3

=============================================
('NULL', 'able', 'ed', 'es', 'ing') 

approach     distinguish  perish       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        200 +         21 =        221

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  3

=============================================
('NULL', 'ation', 'ed')        

implant      infest       reconsider   
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        170 +         19 =        189

-------------------------
Entropy-based stability:  -0.918295834054

High frequency possible affixes 
Number of stems:  3

=============================================
('e', 'ed', 'es', 'ing', 'ion', 'ions', 'ive', 'or', 'ors') 

illustrat    indicat      investigat   
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        245 +         23 =        268

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  3

=============================================
('ic', 'ical', 'ist', 'y')     

anarch       patholog     physiolog    
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        165 +         13 =        178

-------------------------
Entropy-based stability:  -0.918295834054

High frequency possible affixes 
Number of stems:  3

=============================================
('ous', 'ty')                  

loquaci      veraci       vivaci       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        120 +         13 =        133

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  3

=============================================
('NULL', 'able', 'ed', 'ing', 's') 

answer       expand       fashion      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        165 +         12 =        177

-------------------------
Entropy-based stability:  -1.58496250072

High frequency possible affixes 
Number of stems:  3

=============================================
('s', 'ty')                    

admiral      senili       solemni      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        115 +         12 =        127

-------------------------
Entropy-based stability:  -0.918295834054

High frequency possible affixes 
Number of stems:  3

=============================================
('ce', 'cy', 't', 'tly')       

competen     consisten    hesitan      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        160 +         15 =        175

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  3

=============================================
('NULL', 'd', 'ment', 's')     

acknowledge  displace     encourage    
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        190 +         15 =        205

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  3

=============================================
('e', 'ed', 'es', 'ing', 'ion', 'or') 

coordinat    ordinat      originat     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        185 +         17 =        202

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  3

=============================================
('es', 'is')                   

anastomos    neuros       prognos      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        130 +         13 =        143

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  3

=============================================
("'s", 'NULL', 'ed', 'ing', 's') 

bellow       harbor       pioneer      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        155 +         12 =        167

-------------------------
Entropy-based stability:  -0.918295834054

High frequency possible affixes 
Number of stems:  3

=============================================
("'s", 'NULL', "s'")           

albright     geraghty     ireland      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        155 +         16 =        171

-------------------------
Entropy-based stability:  -1.58496250072

High frequency possible affixes 
Number of stems:  3

=============================================
('NULL', 'ish', 's')           

amateur      kitten       schoolgirl   
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        155 +         13 =        168

-------------------------
Entropy-based stability:  -1.58496250072

High frequency possible affixes 
Number of stems:  3

=============================================
('NULL', 's', 'town')          

middle       nigger       province     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        145 +         15 =        160

-------------------------
Entropy-based stability:  -0.918295834054

High frequency possible affixes 
Number of stems:  3

=============================================
('a', 'e')                     

camill       rozell       syring       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        100 +         11 =        111

-------------------------
Entropy-based stability:  -0.918295834054

High frequency possible affixes 
Number of stems:  3

=============================================
('NULL', 'ed', 'ing', 'ingly') 

frighten     overwhelm    stagger      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        190 +         21 =        211

-------------------------
Entropy-based stability:  -1.58496250072

High frequency possible affixes 
Number of stems:  3

=============================================
('NULL', 'ty')                 

disloyal     suzerain     virtuosi     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        150 +         17 =        167

-------------------------
Entropy-based stability:  -1.58496250072

High frequency possible affixes 
Number of stems:  3

=============================================
('d', 'es')                    

enrolle      inducte      patente      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        120 +         13 =        133

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  3

=============================================
('NULL', 'man')                

*irish       handicrafts  pretty       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        150 +         17 =        167

-------------------------
Entropy-based stability:  -1.58496250072

High frequency possible affixes 
Number of stems:  3

=============================================
("'s", 'NULL', 'n', 'ns')      

georgia      victoria     virginia     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        160 +         14 =        174

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  3

=============================================
('ng', 'ty')                   

perplexi     prosperi     severi       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        130 +         13 =        143

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  3

=============================================
('NULL', 'ic', 'ics', 's')     

electron     gymnast      linguist     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        165 +         14 =        179

-------------------------
Entropy-based stability:  -0.918295834054

High frequency possible affixes 
Number of stems:  3

=============================================
('NULL', 'ant', 'ants', 'ed', 'ing', 's') 

intend       protest      result       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        180 +         12 =        192

-------------------------
Entropy-based stability:  -0.918295834054

High frequency possible affixes 
Number of stems:  3

=============================================
('iness', 'y')                 

courtl       orderl       slovenl      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        125 +         12 =        137

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  3

=============================================
('NULL', 'ed', 'ing', 'ingly', 's') 

exceed       interest     threaten     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        185 +         13 =        198

-------------------------
Entropy-based stability:  -1.58496250072

High frequency possible affixes 
Number of stems:  3

=============================================
('ng', 've')                   

adapti       resisti      supporti     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        125 +         13 =        138

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  3

=============================================
('NULL', 'ine')                

capitol      gerald       palest       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        130 +         16 =        146

-------------------------
Entropy-based stability:  -1.58496250072

High frequency possible affixes 
Number of stems:  3

=============================================
('NULL', 'tic')                

enigma       melodrama    trauma       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        140 +         17 =        157

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  3

=============================================
('NULL', 'ed', 'er', 'ers', 'ing', 's') 

dissent      remind       review       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        170 +         12 =        182

-------------------------
Entropy-based stability:  -1.58496250072

High frequency possible affixes 
Number of stems:  3

=============================================
('NULL', 'ist', 's')           

expansion    guitar       revision     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        155 +         13 =        168

-------------------------
Entropy-based stability:  -0.918295834054

High frequency possible affixes 
Number of stems:  3

=============================================
('ious', 'y')                  

efficac      fallac       parsimon     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        130 +         13 =        143

-------------------------
Entropy-based stability:  -0.918295834054

High frequency possible affixes 
Number of stems:  3

=============================================
('d', 'r', 'st')               

briefe       smoothe      steepe       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        115 +         12 =        127

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  3

=============================================
('n', 'ns', 'us')              

infectio     repetitio    superstitio  
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        165 +         15 =        180

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  3

=============================================
('s', 'y')                     

maggot       respirator   vicker       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        120 +         13 =        133

-------------------------
Entropy-based stability:  -0.918295834054

High frequency possible affixes 
Number of stems:  3

=============================================
('NULL', 'is')                 

cornwall     digital      franco       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        135 +         15 =        150

-------------------------
Entropy-based stability:  -0.918295834054

High frequency possible affixes 
Number of stems:  3

=============================================
('ical', 'ists', 'y')          

archaeolog   cosmolog     philolog     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        175 +         15 =        190

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  3

=============================================
('er', 'ric')                  

calorimet    spectromet   spectrophotomet 
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        195 +         18 =        213

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  3

=============================================
('cies', 'cy', 't', 'ts')      

constituen   contingen    occupan      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        175 +         15 =        190

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  3

=============================================
('d', 'nce', 'nt', 'ntly')     

concurre     persiste     recurre      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        165 +         18 =        183

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  3

=============================================
('ng', 'on', 'ons', 've', 'vely') 

appreciati   attracti     speculati    
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        200 +         19 =        219

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  3

=============================================
('e', 'ely', 'ion', 'ions')    

considerat   deliberat    resolut      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        185 +         20 =        205

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  3

=============================================
('ll', 's')                    

somebody'    someone'     today'       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        130 +         13 =        143

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  3

=============================================
('e', 'ed', 'es', 'ing', 'ion', 'ions', 'ory') 

anticipat    compensat    stimulat     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        220 +         22 =        242

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  3

=============================================
('NULL', 'an')                 

dominic      epicure      hawaii       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        130 +         15 =        145

-------------------------
Entropy-based stability:  -1.58496250072

High frequency possible affixes 
Number of stems:  3

=============================================
('r', 's')                     

ditche       fortie       pacifie      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        105 +         12 =        117

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  3

=============================================
('ble', 'on')                  

incomprehensi indigesti    transmissi   
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        185 +         18 =        203

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  3

=============================================
('NULL', 'ism', 'ly', 's')     

commercial   professional radical      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        195 +         15 =        210

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  3

=============================================
('cy', 'te', 'tely')           

accura       adequa       legitima     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        140 +         15 =        155

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  3

=============================================
('NULL', 'ized', 's')          

aerosol      memorial     ritual       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        150 +         13 =        163

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  3

=============================================
('NULL', 'e', 's')             

antenna      clement      sultan       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        130 +         12 =        142

-------------------------
Entropy-based stability:  -1.58496250072

High frequency possible affixes 
Number of stems:  3

=============================================
('NULL', 'ian')                

brahms       brazil       shylock      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        130 +         16 =        146

-------------------------
Entropy-based stability:  -1.58496250072

High frequency possible affixes 
Number of stems:  3

=============================================
('e', 'ities', 'ity')          

hostil       mediocr      obscen       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        140 +         17 =        157

-------------------------
Entropy-based stability:  -1.58496250072

High frequency possible affixes 
Number of stems:  3

=============================================
('NULL', 'ized', 'izing', 's') 

marble       scandal      standard     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        175 +         13 =        188

-------------------------
Entropy-based stability:  -1.58496250072

High frequency possible affixes 
Number of stems:  3

=============================================
('NULL', 'able', 'ably', 'ed', 'ing', 's') 

comfort      reason       remark       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        185 +         12 =        197

-------------------------
Entropy-based stability:  -1.58496250072

High frequency possible affixes 
Number of stems:  3

=============================================
('ility', 'le', 'les')         

deductib     incompatib   variab       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        170 +         19 =        189

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  3

=============================================
('NULL', 'ed', 'ion', 's')     

addict       desert       reconstruct  
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        165 +         13 =        178

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  3

=============================================
('NULL', 'd', 'r', 'rs')       

dispense     peddle       rustle       
-------------------------
